NAME,dummy,STREET ADDRESS,BLDG/FLOOR/UNIT,CITY,STATE,ZIPCODE,PHONE,address,lat,long,url
"BROOKDALE HOSPICE COLORADO SPRINGS
HealthOne Hospice",,7222 COMMERCE CENTER DR,STE 100,COLORADO SPRINGS,CO,80919,(719) 268-2582,"7222 COMMERCE CENTER DR, STE 100, COLORADO SPRINGS, CO, 80919",38.9366572,-104.8160049,"<a href=""https://maps.google.com/?q=38.9366572,-104.8160049"">7222 COMMERCE CENTER DR, STE 100, COLORADO SPRINGS, CO, 80919</a>."
"BROOKDALE HOSPICE DENVER
HealthOne Hospice and Family Care",,5600 S QUEBEC ST,STE 375C,GREENWOOD VILLAGE,CO,80111,(855) 219-0049,"5600 S QUEBEC ST, STE 375C, GREENWOOD VILLAGE, CO, 80111",39.6142456,-104.902294,"<a href=""https://maps.google.com/?q=39.6142456,-104.902294"">5600 S QUEBEC ST, STE 375C, GREENWOOD VILLAGE, CO, 80111</a>."
BROOMFIELD PUBLIC HEALTH AND ENVIRONMENT DIVISION OF HEALTH AND HUMAN SERIVCES ,,100 SPADER WAY ,,BROOMFIELD ,CO,80020,(720) 887-2251,"100 SPADER WAY , BROOMFIELD , CO, 80020",39.9163427,-105.0666097,"<a href=""https://maps.google.com/?q=39.9163427,-105.0666097"">100 SPADER WAY , BROOMFIELD , CO, 80020</a>."
BRUCE RANDOLPH MIDDLE SCHOOL - SCHOOL-BASED HEALTH CENTER,,3955 STEELE STREET,,DENVER,CO,80205,(720) 424-1232,"3955 STEELE STREET, DENVER, CO, 80205",39.7709008,-104.9503997,"<a href=""https://maps.google.com/?q=39.7709008,-104.9503997"">3955 STEELE STREET, DENVER, CO, 80205</a>."
BUENA VISTA HEALTH CENTER,,28374 COUNTY ROAD 317,,BUENA VISTA,CO,81211,(719) 395-9048,"28374 COUNTY ROAD 317, BUENA VISTA, CO, 81211",38.8305678,-106.1223965,"<a href=""https://maps.google.com/?q=38.8305678,-106.1223965"">28374 COUNTY ROAD 317, BUENA VISTA, CO, 81211</a>."
BUTTON FAMILY PRACTICE,,715 SOUTH 9TH STREET,,CANON CITY,CO,81212,(719) 269-8820,"715 SOUTH 9TH STREET, CANON CITY, CO, 81212",38.4364149,-105.233055,"<a href=""https://maps.google.com/?q=38.4364149,-105.233055"">715 SOUTH 9TH STREET, CANON CITY, CO, 81212</a>."
CALAWAY YOUNG CANCER CENTER AT VALLEY VIEW HOSPITAL,,1906  BLAKE AVENUE,,GLENWOOD SPRINGS,CO,81601,(970) 394-3954,"1906  BLAKE AVENUE, GLENWOOD SPRINGS, CO, 81601",39.5326537,-107.3218621,"<a href=""https://maps.google.com/?q=39.5326537,-107.3218621"">1906  BLAKE AVENUE, GLENWOOD SPRINGS, CO, 81601</a>."
Camp Courage,Online,Balarat Outdoor Education Center,,Jamestown,CO,80481,720-424-2940,"Balarat Outdoor Education Center, Jamestown, CO, 80481",40.1385467,-105.386479,"<a href=""https://maps.google.com/?q=40.1385467,-105.386479"">Balarat Outdoor Education Center, Jamestown, CO, 80481</a>."
Camp Wapiyapi,Local,"191 University Blvd., Box 294",,Denver,CO,80206,303-534-0883,"191 University Blvd., Box 294, Denver, CO, 80206",39.7200059,-104.9598995,"<a href=""https://maps.google.com/?q=39.7200059,-104.9598995"">191 University Blvd., Box 294, Denver, CO, 80206</a>."
Cancer Cache Thrift Shoppe,Local,11528 W. Colfax,,Lakewood,CO,80215,720-277-5508,"11528 W. Colfax, Lakewood, CO, 80215",39.7398473,-105.1277587,"<a href=""https://maps.google.com/?q=39.7398473,-105.1277587"">11528 W. Colfax, Lakewood, CO, 80215</a>."
Cancer Fit,Online,PO Box 1037,,Wheat Ridge,CO,80034,303-231-0943,"PO Box 1037, Wheat Ridge, CO, 80034",39.77,-105.08,"<a href=""https://maps.google.com/?q=39.77,-105.08"">PO Box 1037, Wheat Ridge, CO, 80034</a>."
CANYON HOME CARE & HOSPICE,,2000 S COLORADO BLVD,SUITE 110,DENVER,CO,80222,(303) 940-2495,"2000 S COLORADO BLVD, SUITE 110, DENVER, CO, 80222",39.6809519,-104.9387719,"<a href=""https://maps.google.com/?q=39.6809519,-104.9387719"">2000 S COLORADO BLVD, SUITE 110, DENVER, CO, 80222</a>."
CANYON VIEW MEDICAL IMAGING,,2373 G ROAD,SUITE 140,GRAND JUNCTION,CO,81505,(970) 644-4345,"2373 G ROAD, SUITE 140, GRAND JUNCTION, CO, 81505",39.1049653,-108.6148671,"<a href=""https://maps.google.com/?q=39.1049653,-108.6148671"">2373 G ROAD, SUITE 140, GRAND JUNCTION, CO, 81505</a>."
CANYON VIEW SURGERY CENTER,,2373  G ROAD, #180,GRAND JUNCTION,CO,81505,(970) 773-2350,"2373  G ROAD,  #180, GRAND JUNCTION, CO, 81505",39.1050169,-108.6144328,"<a href=""https://maps.google.com/?q=39.1050169,-108.6144328"">2373  G ROAD,  #180, GRAND JUNCTION, CO, 81505</a>."
CARING HANDS HOSPICE,,286 16TH ST,,BURLINGTON,CO,80807,(719) 346-4860,"286 16TH ST, BURLINGTON, CO, 80807",39.3031187,-102.2705664,"<a href=""https://maps.google.com/?q=39.3031187,-102.2705664"">286 16TH ST, BURLINGTON, CO, 80807</a>."
CASTLE DERMATOLOGY AND LASER CENTER - GREELEY,,7251 W 20TH STREET, BLDG E,GREELEY,CO,80634,(970) 330-6075,"7251 W 20TH STREET,  BLDG E, GREELEY, CO, 80634",40.4081304,-104.7956253,"<a href=""https://maps.google.com/?q=40.4081304,-104.7956253"">7251 W 20TH STREET,  BLDG E, GREELEY, CO, 80634</a>."
CASTLE ROCK ADVENTIST HOSPITAL- BREAST CARE AND IMAGING,,2350  MEADOWS BOULEVARD,,CASTLE ROCK,CO,80109,(720) 455-1111,"2350  MEADOWS BOULEVARD, CASTLE ROCK, CO, 80109",39.405204,-104.8838539,"<a href=""https://maps.google.com/?q=39.405204,-104.8838539"">2350  MEADOWS BOULEVARD, CASTLE ROCK, CO, 80109</a>."
CASTLE ROCK DERMATOLOGY,,755  MALETA LANE, #201,CASTLE ROCK,CO,80108,(303) 688-6355,"755  MALETA LANE,  #201, CASTLE ROCK, CO, 80108",39.4080537,-104.8549494,"<a href=""https://maps.google.com/?q=39.4080537,-104.8549494"">755  MALETA LANE,  #201, CASTLE ROCK, CO, 80108</a>."
Catholic Charities - Diocese of Pueblo,Local, 429 W. 10th Street,,Pueblo,CO,81003,719-544-4233," 429 W. 10th Street, Pueblo, CO, 81003",38.2763908,-104.6129216,"<a href=""https://maps.google.com/?q=38.2763908,-104.6129216""> 429 W. 10th Street, Pueblo, CO, 81003</a>."
CENTENNIAL HIGH SCHOOL SCHOOL-BASED WELLNESS CENTER ,,2525 MOUNTVIEW DRIVE,,PUEBLO,CO,81008,(719) 549-7650,"2525 MOUNTVIEW DRIVE, PUEBLO, CO, 81008",38.3041192,-104.6374669,"<a href=""https://maps.google.com/?q=38.3041192,-104.6374669"">2525 MOUNTVIEW DRIVE, PUEBLO, CO, 81008</a>."
CENTER DENTAL CLINIC,,220 SOUTH WORTH STREET,,CENTER,CO,81125,(719) 754-3584,"220 SOUTH WORTH STREET, CENTER, CO, 81125",37.7542257,-106.1080643,"<a href=""https://maps.google.com/?q=37.7542257,-106.1080643"">220 SOUTH WORTH STREET, CENTER, CO, 81125</a>."
Center for Vocal Health,Local,403 Summit Blvd ,,Broomfield,CO,80021,720-401-2139,"403 Summit Blvd , Broomfield, CO, 80021",39.927583,-105.1418397,"<a href=""https://maps.google.com/?q=39.927583,-105.1418397"">403 Summit Blvd , Broomfield, CO, 80021</a>."
Center for Vocal Health,Local,"Peak ENT and Voice Center. 1030 Johnson Rd, Ste 350B",,Golden,CO,80401,720-401-2139,"Peak ENT and Voice Center. 1030 Johnson Rd, Ste 350B, Golden, CO, 80401",39.7338792,-105.1998729,"<a href=""https://maps.google.com/?q=39.7338792,-105.1998729"">Peak ENT and Voice Center. 1030 Johnson Rd, Ste 350B, Golden, CO, 80401</a>."
CENTRAL HIGH SCHOOL-BASED WELLNESS CENTER,,216 EAST ORMAN AVENUE,,PUEBLO,CO,81004,(719) 253-6156,"216 EAST ORMAN AVENUE, PUEBLO, CO, 81004",38.2539283,-104.6249653,"<a href=""https://maps.google.com/?q=38.2539283,-104.6249653"">216 EAST ORMAN AVENUE, PUEBLO, CO, 81004</a>."
CENTRUM SURGICAL CENTER,,8200 E BELLEVIEW AVENUE, #300E,GREENWOOD VILLAGE,CO,80111,(303) 290-0600,"8200 E BELLEVIEW AVENUE,  #300E, GREENWOOD VILLAGE, CO, 80111",39.6232433,-104.8937669,"<a href=""https://maps.google.com/?q=39.6232433,-104.8937669"">8200 E BELLEVIEW AVENUE,  #300E, GREENWOOD VILLAGE, CO, 80111</a>."
CESAR E. CHAVEZ FAMILY MEDICAL CENTER,,186 NORTH HURT STREET,,CENTER,CO,81125,(719) 754-2778,"186 NORTH HURT STREET, CENTER, CO, 81125",37.7562226,-106.1107056,"<a href=""https://maps.google.com/?q=37.7562226,-106.1107056"">186 NORTH HURT STREET, CENTER, CO, 81125</a>."
CHAMPA DENTAL CLINIC,,2111 CHAMPA STREET,,DENVER,CO,80205,(303) 312-9703,"2111 CHAMPA STREET, DENVER, CO, 80205",39.7515982,-104.9878542,"<a href=""https://maps.google.com/?q=39.7515982,-104.9878542"">2111 CHAMPA STREET, DENVER, CO, 80205</a>."
CHAVEZ/HUERTA PREPORATORY ACADEMY SCHOOL-BASED WELLNESS CENTER,,2727 W 18TH ST.,,PUEBLO,CO,81004,(719) 543-8711,"2727 W 18TH ST., PUEBLO, CO, 81004",38.2844608,-104.6506747,"<a href=""https://maps.google.com/?q=38.2844608,-104.6506747"">2727 W 18TH ST., PUEBLO, CO, 81004</a>."
Chemobrain Consortium,Local,1341 W. Caley Ave.,,Littleton,CO,80120,303-798-7614,"1341 W. Caley Ave., Littleton, CO, 80120",39.6031403,-105.0033511,"<a href=""https://maps.google.com/?q=39.6031403,-105.0033511"">1341 W. Caley Ave., Littleton, CO, 80120</a>."
CHERRY CREEK IMAGING,,3773 CHERRY CREEK N DR.,SUITE 101,DENVER,CO,80209,(303)321-2273,"3773 CHERRY CREEK N DR., SUITE 101, DENVER, CO, 80209",39.7088902,-104.9422197,"<a href=""https://maps.google.com/?q=39.7088902,-104.9422197"">3773 CHERRY CREEK N DR., SUITE 101, DENVER, CO, 80209</a>."
CHILDREN'S HOSPITAL ADOLESCENT CLINIC ,,13123 E. 16TH AVE. ,,AURORA ,CO,80045,(720) 777-2248,"13123 E. 16TH AVE. , AURORA , CO, 80045",39.7430921,-104.8335143,"<a href=""https://maps.google.com/?q=39.7430921,-104.8335143"">13123 E. 16TH AVE. , AURORA , CO, 80045</a>."
CHILDREN'S HOSPITAL ADOLESCENT CLINIC CARE BY THE CHILDREN'S HOSPITAL AT LUTHERAN ,,3455 LUTHERAN PKWY ,,WHEAT RIDGE ,CO,80033,(720) 777-2248,"3455 LUTHERAN PKWY , WHEAT RIDGE , CO, 80033",39.7659827,-105.0896272,"<a href=""https://maps.google.com/?q=39.7659827,-105.0896272"">3455 LUTHERAN PKWY , WHEAT RIDGE , CO, 80033</a>."
CHILDREN'S HOSPITAL COLORADO - ANSCHUTZ MEDICAL CAMPUS,,13123 E 16TH AVENUE,,AURORA,CO,80045,(720) 777-6740,"13123 E 16TH AVENUE, AURORA, CO, 80045",39.7430921,-104.8335143,"<a href=""https://maps.google.com/?q=39.7430921,-104.8335143"">13123 E 16TH AVENUE, AURORA, CO, 80045</a>."
CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,,4090  BRIARGATE PARKWAY,,COLORADO SPRINGS,CO,80920,(719) 305-9025,"4090  BRIARGATE PARKWAY, COLORADO SPRINGS, CO, 80920",38.9687062,-104.7548513,"<a href=""https://maps.google.com/?q=38.9687062,-104.7548513"">4090  BRIARGATE PARKWAY, COLORADO SPRINGS, CO, 80920</a>."
CHILDREN'S HOSPITAL COLORADO - NORTH,,469  HWY 7 ,,BROOMFIELD,CO,80023,(720) 478-5000,"469  HWY 7 , BROOMFIELD, CO, 80023",40.0013751,-104.9931946,"<a href=""https://maps.google.com/?q=40.0013751,-104.9931946"">469  HWY 7 , BROOMFIELD, CO, 80023</a>."
CHILDREN'S HOSPITAL COLORADO - NORTH CAMPUS ,,469 COLORADO 7 ,,BROOMFIELD ,CO,80023,(720) 777-2248,"469 COLORADO 7 , BROOMFIELD , CO, 80023",40.0013751,-104.9931946,"<a href=""https://maps.google.com/?q=40.0013751,-104.9931946"">469 COLORADO 7 , BROOMFIELD , CO, 80023</a>."
"CHILDREN'S HOSPITAL COLORADO - SOUTH CAMPUS, HIGHLANDS RANCH",,1811  PLAZA DRIVE,,HIGHLANDS RANCH,CO,80129,(720) 777-6740,"1811  PLAZA DRIVE, HIGHLANDS RANCH, CO, 80129",39.5573437,-105.0098106,"<a href=""https://maps.google.com/?q=39.5573437,-105.0098106"">1811  PLAZA DRIVE, HIGHLANDS RANCH, CO, 80129</a>."
CHILDREN'S HOSPITAL COLORADO OUTPATIENT SPECIALTY AND THERAPY CARE - HIGHLANDS RANCH ,,1811 PLAZA DRIVE ,,HIGHLANDS RANCH ,CO,80129,(720) 777-2248,"1811 PLAZA DRIVE , HIGHLANDS RANCH , CO, 80129",39.5573437,-105.0098106,"<a href=""https://maps.google.com/?q=39.5573437,-105.0098106"">1811 PLAZA DRIVE , HIGHLANDS RANCH , CO, 80129</a>."
CHILDREN'S HOSPITAL COLORADO OUTPATIENT SPECIALTY CARE ,,4125 BRIARGATE PKWY ,,COLORADO SPRINGS ,CO,80920,(719) 305-9000,"4125 BRIARGATE PKWY , COLORADO SPRINGS , CO, 80920",38.9643809,-104.7532789,"<a href=""https://maps.google.com/?q=38.9643809,-104.7532789"">4125 BRIARGATE PKWY , COLORADO SPRINGS , CO, 80920</a>."
CLARITY DERMATOLOGY,,10103  RIDGEGATE PARKWAY, #350,LONE TREE,CO,80124,(720) 686-7546,"10103  RIDGEGATE PARKWAY,  #350, LONE TREE, CO, 80124",39.529727,-104.8719079,"<a href=""https://maps.google.com/?q=39.529727,-104.8719079"">10103  RIDGEGATE PARKWAY,  #350, LONE TREE, CO, 80124</a>."
CLARITY DERMATOLOGY,,4350  LIMELIGHT AVENUE, #305,CASTLE ROCK,CO,80109,(720) 686-7546,"4350  LIMELIGHT AVENUE,  #305, CASTLE ROCK, CO, 80109",39.4061987,-104.8832717,"<a href=""https://maps.google.com/?q=39.4061987,-104.8832717"">4350  LIMELIGHT AVENUE,  #305, CASTLE ROCK, CO, 80109</a>."
CLEAR CREEK SURGERY CENTER,,7809 W 38TH AVENUE, #100,WHEAT RIDGE,CO,80033,(303) 422-5555,"7809 W 38TH AVENUE,  #100, WHEAT RIDGE, CO, 80033",39.7700089,-105.0841434,"<a href=""https://maps.google.com/?q=39.7700089,-105.0841434"">7809 W 38TH AVENUE,  #100, WHEAT RIDGE, CO, 80033</a>."
CLINICA COLORADO,,8300 ALCOTT STREET,,WESTMINSTER,CO,80031,(720) 443-8461,"8300 ALCOTT STREET, WESTMINSTER, CO, 80031",39.8480679,-105.01643,"<a href=""https://maps.google.com/?q=39.8480679,-105.01643"">8300 ALCOTT STREET, WESTMINSTER, CO, 80031</a>."
COCACares Financial Assistance Program,Local,2465 Sheridan Blvd.,,Denver,CO,80214,1-800-428-0642,"2465 Sheridan Blvd., Denver, CO, 80214",39.7520525,-105.053233,"<a href=""https://maps.google.com/?q=39.7520525,-105.053233"">2465 Sheridan Blvd., Denver, CO, 80214</a>."
COLORADO AVENUE CLINIC,,300 COLORADO AVENUE,,PUEBLO,CO,81004,(719) 543-8711,"300 COLORADO AVENUE, PUEBLO, CO, 81004",38.2572006,-104.6236682,"<a href=""https://maps.google.com/?q=38.2572006,-104.6236682"">300 COLORADO AVENUE, PUEBLO, CO, 81004</a>."
COLORADO BLOOD AND CANCER CARE,,3601 S CLARKSON STREET, #520,ENGLEWOOD,CO,80113,(303) 436-7777,"3601 S CLARKSON STREET,  #520, ENGLEWOOD, CO, 80113",39.6504504,-104.978543,"<a href=""https://maps.google.com/?q=39.6504504,-104.978543"">3601 S CLARKSON STREET,  #520, ENGLEWOOD, CO, 80113</a>."
Colorado Cancer Counseling,Local,"5460 Ward Rd., Ste. 305",,Arvada,CO,80033,720-984-1582,"5460 Ward Rd., Ste. 305, Arvada, CO, 80033",39.795465,-105.1364626,"<a href=""https://maps.google.com/?q=39.795465,-105.1364626"">5460 Ward Rd., Ste. 305, Arvada, CO, 80033</a>."
COLORADO CENTER FOR DERMATOLOGY AND SKIN SURGERY - BELLEVIEW,,8200 E BELLEVIEW AVENUE, #404C,GREENWOOD VILLAGE,CO,80111,(303) 761-0906,"8200 E BELLEVIEW AVENUE,  #404C, GREENWOOD VILLAGE, CO, 80111",39.6232433,-104.8937669,"<a href=""https://maps.google.com/?q=39.6232433,-104.8937669"">8200 E BELLEVIEW AVENUE,  #404C, GREENWOOD VILLAGE, CO, 80111</a>."
COLORADO CENTER FOR DERMATOLOGY AND SKIN SURGERY - DTC,,7180 E ORCHARD ROAD, #210,CENTENNIAL,CO,80111,(303) 761-0906,"7180 E ORCHARD ROAD,  #210, CENTENNIAL, CO, 80111",39.6091867,-104.9055997,"<a href=""https://maps.google.com/?q=39.6091867,-104.9055997"">7180 E ORCHARD ROAD,  #210, CENTENNIAL, CO, 80111</a>."
COLORADO CENTER FOR DERMATOLOGY AND SKIN SURGERY - LITTLETON/SOUTHWEST,,6169 S BALSAM WAY, #370,LITTLETON,CO,80123,(303) 761-0906,"6169 S BALSAM WAY,  #370, LITTLETON, CO, 80123",39.6052015,-105.0901382,"<a href=""https://maps.google.com/?q=39.6052015,-105.0901382"">6169 S BALSAM WAY,  #370, LITTLETON, CO, 80123</a>."
COLORADO CENTER FOR DERMATOLOGY AND SKIN SURGERY - LONGMONT,,1350  TULIP STREET,,LONGMONT,CO,80501,(970) 775-8600,"1350  TULIP STREET, LONGMONT, CO, 80501",40.1820706,-105.123383,"<a href=""https://maps.google.com/?q=40.1820706,-105.123383"">1350  TULIP STREET, LONGMONT, CO, 80501</a>."
COLORADO CYBERKNIFE,,120  OLD LARAMIE TRAIL E,,LAFAYETTE,CO,80026,(303) 926-3800,"120  OLD LARAMIE TRAIL E, LAFAYETTE, CO, 80026",39.9806344,-105.0910673,"<a href=""https://maps.google.com/?q=39.9806344,-105.0910673"">120  OLD LARAMIE TRAIL E, LAFAYETTE, CO, 80026</a>."
Colorado Department of Regulatory Agencies (DORA),Local,"Division of Insurance, 1560 Broadway, Suite 850",,Denver,CO,80202,800-930-3745,"Division of Insurance, 1560 Broadway, Suite 850, Denver, CO, 80202",39.7413261,-104.9866218,"<a href=""https://maps.google.com/?q=39.7413261,-104.9866218"">Division of Insurance, 1560 Broadway, Suite 850, Denver, CO, 80202</a>."
COLORADO DERMATOLOGY GROUP,,3609 S TIMBERLINE ROAD, #A,FORT COLLINS,CO,80525,(970) 305-4341,"3609 S TIMBERLINE ROAD,  #A, FORT COLLINS, CO, 80525",40.5373048,-105.0398204,"<a href=""https://maps.google.com/?q=40.5373048,-105.0398204"">3609 S TIMBERLINE ROAD,  #A, FORT COLLINS, CO, 80525</a>."
COLORADO DERMATOLOGY INSTITUTE (NORTH),,8580  SCARBOROUGH DRIVE, #225,COLORADO SPRINGS,CO,80920,(719) 531-5400,"8580  SCARBOROUGH DRIVE,  #225, COLORADO SPRINGS, CO, 80920",38.955386,-104.7320435,"<a href=""https://maps.google.com/?q=38.955386,-104.7320435"">8580  SCARBOROUGH DRIVE,  #225, COLORADO SPRINGS, CO, 80920</a>."
COLORADO DERMATOLOGY INSTITUTE (SOUTH),,1220  LAKE PLAZA DRIVE,,COLORADO SPRINGS,CO,80906,(719) 531-5400,"1220  LAKE PLAZA DRIVE, COLORADO SPRINGS, CO, 80906",38.7950104,-104.8073833,"<a href=""https://maps.google.com/?q=38.7950104,-104.8073833"">1220  LAKE PLAZA DRIVE, COLORADO SPRINGS, CO, 80906</a>."
Colorado Genetic Consultants,Local,PO Box 17162,,Boulder,CO,80308,303-506-0010,"PO Box 17162, Boulder, CO, 80308",40.0537695,-105.2255786,"<a href=""https://maps.google.com/?q=40.0537695,-105.2255786"">PO Box 17162, Boulder, CO, 80308</a>."
Colorado Melonoma Foundation,Local,"3124 S parker rd, ste A2-145",,Aurora,CO,80014,303-876-7664,"3124 S parker rd, ste A2-145, Aurora, CO, 80014",39.6601367,-104.8508545,"<a href=""https://maps.google.com/?q=39.6601367,-104.8508545"">3124 S parker rd, ste A2-145, Aurora, CO, 80014</a>."
COLORADO PALLIATIVE & HOSPICE CARE LLC,,6551 SOUTH REVERE PARKWAY,SUITE 130,CENTENNIAL,CO,80111,(303) 727-5709,"6551 SOUTH REVERE PARKWAY, SUITE 130, CENTENNIAL, CO, 80111",39.5971704,-104.8417761,"<a href=""https://maps.google.com/?q=39.5971704,-104.8417761"">6551 SOUTH REVERE PARKWAY, SUITE 130, CENTENNIAL, CO, 80111</a>."
COLORADO PALLIATIVE & HOSPICE CARE OF COL SPGS LLC,,5445 MARK DABLING BLVD,STE 205,COLORADO SPRINGS,CO,80918,(719) 419-5595,"5445 MARK DABLING BLVD, STE 205, COLORADO SPRINGS, CO, 80918",38.9103466,-104.8210887,"<a href=""https://maps.google.com/?q=38.9103466,-104.8210887"">5445 MARK DABLING BLVD, STE 205, COLORADO SPRINGS, CO, 80918</a>."
COLORADO SKIN SURGERY AND DERMATOLOGY,,2696 S COLORADO BOULEVARD, #200,DENVER,CO,80222,(303) 791-0410,"2696 S COLORADO BOULEVARD,  #200, DENVER, CO, 80222",39.6687087,-104.939553,"<a href=""https://maps.google.com/?q=39.6687087,-104.939553"">2696 S COLORADO BOULEVARD,  #200, DENVER, CO, 80222</a>."
COLORADO SKIN SURGERY AND DERMATOLOGY,,7336 S YOSEMITE STREET, #100,CENTENNIAL,CO,80112,(303) 791-0410,"7336 S YOSEMITE STREET,  #100, CENTENNIAL, CO, 80112",39.5840914,-104.8848637,"<a href=""https://maps.google.com/?q=39.5840914,-104.8848637"">7336 S YOSEMITE STREET,  #100, CENTENNIAL, CO, 80112</a>."
COLORADO SPRINGS DERMATOLOGY CLINIC,,170  PARKSIDE DRIVE,,COLORADO SPRINGS,CO,80910,(719) 471-1763,"170  PARKSIDE DRIVE, COLORADO SPRINGS, CO, 80910",38.8296189,-104.7866941,"<a href=""https://maps.google.com/?q=38.8296189,-104.7866941"">170  PARKSIDE DRIVE, COLORADO SPRINGS, CO, 80910</a>."
COLORADO SPRINGS DERMATOLOGY CLINIC - CANON CITY,,1332  BAUER LANE,,CANON CITY,CO,81212,(719) 275-7485,"1332  BAUER LANE, CANON CITY, CO, 81212",38.4568514,-105.2317083,"<a href=""https://maps.google.com/?q=38.4568514,-105.2317083"">1332  BAUER LANE, CANON CITY, CO, 81212</a>."
COLORADO SPRINGS DERMATOLOGY CLINIC - NORTH,,2060  BRIARGATE PARKWAY, #150,COLORADO SPRINGS,CO,80920,(719) 471-1763,"2060  BRIARGATE PARKWAY,  #150, COLORADO SPRINGS, CO, 80920",38.965983,-104.7905536,"<a href=""https://maps.google.com/?q=38.965983,-104.7905536"">2060  BRIARGATE PARKWAY,  #150, COLORADO SPRINGS, CO, 80920</a>."
COLORADO SPRINGS DERMATOLOGY CLINIC - PUEBLO,,406 N MAIN STREET,,PUEBLO,CO,81003,(719) 566-0176,"406 N MAIN STREET, PUEBLO, CO, 81003",38.2709185,-104.6083682,"<a href=""https://maps.google.com/?q=38.2709185,-104.6083682"">406 N MAIN STREET, PUEBLO, CO, 81003</a>."
COLORADO SPRINGS IMAGING,,6005 DELMONICO DR,SUITE 170/180,COLORADO SPRINGS,CO,80919,(719) 260-6500,"6005 DELMONICO DR, SUITE 170/180, COLORADO SPRINGS, CO, 80919",38.9188124,-104.8231262,"<a href=""https://maps.google.com/?q=38.9188124,-104.8231262"">6005 DELMONICO DR, SUITE 170/180, COLORADO SPRINGS, CO, 80919</a>."
COLORADO SPRINGS IMAGING EAST,,6616 DALBY DR,SUITE 160,COLORADO SPRINGS,CO,80923,(719) 505-7200,"6616 DALBY DR, SUITE 160, COLORADO SPRINGS, CO, 80923",38.9273547,-104.7217867,"<a href=""https://maps.google.com/?q=38.9273547,-104.7217867"">6616 DALBY DR, SUITE 160, COLORADO SPRINGS, CO, 80923</a>."
COLORADO UROLOGY - AURORA,,1411 S POTOMAC STREET, #210,AURORA,CO,80012,(303) 695-6106,"1411 S POTOMAC STREET,  #210, AURORA, CO, 80012",39.6910362,-104.8327243,"<a href=""https://maps.google.com/?q=39.6910362,-104.8327243"">1411 S POTOMAC STREET,  #210, AURORA, CO, 80012</a>."
COLORADO UROLOGY - BOULDER,,4373  ARAPAHOE AVENUE, #104,BOULDER,CO,80303,(303) 444-9000,"4373  ARAPAHOE AVENUE,  #104, BOULDER, CO, 80303",40.0146783,-105.2419448,"<a href=""https://maps.google.com/?q=40.0146783,-105.2419448"">4373  ARAPAHOE AVENUE,  #104, BOULDER, CO, 80303</a>."
COLORADO UROLOGY - BRIGHTON,,1610  PRAIRIE CENTER PARKWAY, #2230,BRIGHTON,CO,80601,(720) 227-0977,"1610  PRAIRIE CENTER PARKWAY,  #2230, BRIGHTON, CO, 80601",39.9634991,-104.7678635,"<a href=""https://maps.google.com/?q=39.9634991,-104.7678635"">1610  PRAIRIE CENTER PARKWAY,  #2230, BRIGHTON, CO, 80601</a>."
COLORADO UROLOGY - EVERGREEN,,32135  CASTLE COURT, #101,EVERGREEN,CO,80439,(303) 985-2550,"32135  CASTLE COURT,  #101, EVERGREEN, CO, 80439",39.6816652,-105.36444,"<a href=""https://maps.google.com/?q=39.6816652,-105.36444"">32135  CASTLE COURT,  #101, EVERGREEN, CO, 80439</a>."
COLORADO UROLOGY - GOLDEN,,400  INDIANA STREET, #300,GOLDEN,CO,80401,(303) 985-2550,"400  INDIANA STREET,  #300, GOLDEN, CO, 80401",39.722343,-105.1637025,"<a href=""https://maps.google.com/?q=39.722343,-105.1637025"">400  INDIANA STREET,  #300, GOLDEN, CO, 80401</a>."
COLORADO UROLOGY - LAFAYETTE,,300  EXEMPLA CIRCLE, #250,LAFAYETTE,CO,80026,(720) 536-3011,"300  EXEMPLA CIRCLE,  #250, LAFAYETTE, CO, 80026",39.9691395,-105.0873899,"<a href=""https://maps.google.com/?q=39.9691395,-105.0873899"">300  EXEMPLA CIRCLE,  #250, LAFAYETTE, CO, 80026</a>."
COLORADO UROLOGY - LONE TREE/PARKER,,11960  LIONESS WAY, #210,PARKER,CO,80134,(303) 695-6106,"11960  LIONESS WAY,  #210, PARKER, CO, 80134",39.5342029,-104.8497794,"<a href=""https://maps.google.com/?q=39.5342029,-104.8497794"">11960  LIONESS WAY,  #210, PARKER, CO, 80134</a>."
COLORADO UROLOGY - LONGMONT,,2030  MOUNTAIN VIEW AVENUE, #420,LONGMONT,CO,80501,(303) 776-9400,"2030  MOUNTAIN VIEW AVENUE,  #420, LONGMONT, CO, 80501",40.1823687,-105.1277158,"<a href=""https://maps.google.com/?q=40.1823687,-105.1277158"">2030  MOUNTAIN VIEW AVENUE,  #420, LONGMONT, CO, 80501</a>."
